Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
3966,RBF,1/13/2021,"1,450,000","1,914,000",0,0,N/A,0.08
3965,RBF,1/13/2021,"40,000","58,000",0,0,704,0.1
3964,RBF,1/13/2021,"275,000","376,750",0,0,682,0.1
3963,RBF,1/13/2021,"50,000","68,000",0,0,640,0.07
3962,RBF,1/12/2021,"450,000","594,000",0,0,786,0.02
3961,RBF,1/12/2021,"85,000","115,600",0,0,587,0.1
3960,RBF,1/12/2021,"100,000","130,000",0,0,747,0.04
3959,RBF,1/11/2021,"250,000","322,500",0,0,793,0.05
3958,RBF,1/11/2021,"250,000","321,250",0,0,721,0.015
3957,RBF,1/8/2021,"200,000","252,000",0,0,776,0.03
3956,RBF,1/8/2021,"250,000","317,500",0,0,685,0.03
3955,RBF,1/8/2021,"27,000","34,560",0,0,669,0.04
3954,RBF,1/8/2021,"1,250,000","1,725,000",0,0,778,0.035
3953,RBF,1/7/2021,"490,000","637,000",0,"341,915",717,0.05
3952,RBF,1/7/2021,"100,000","128,000",0,0,721,0.02
3951,RBF,1/6/2021,"50,000","69,500",0,0,660,0.12
3950,RBF,1/6/2021,"500,000","675,000",0,0,728,0.06
3949,RBF,1/6/2021,"900,000","1,170,000",0,0,777,0
3948,RBF,1/6/2021,"320,000","428,800",0,0,809,0.065
3947,RBF,1/5/2021,"10,000","11,900",0,0,653,0.04
3946,RBF,1/5/2021,"100,000","136,000",0,0,750,0.1
3945,RBF,1/5/2021,"1,500,000","2,025,000",0,"158,754",634,0.05
3944,RBF,12/31/2020,"62,000","83,700",0,0,550,0.05
3943,RBF,12/31/2020,"525,000","651,000",0,0,746,0.01
3942,RBF,12/30/2020,"400,000","528,000",0,0,684,0.05
3941,RBF,12/30/2020,"220,000","288,200",0,0,683,0.05
3940,RBF,12/30/2020,"100,000","140,000",0,0,663,0.1
3939,RBF,12/30/2020,"400,000","472,000",0,0,798,0.04
3938,RBF,12/30/2020,"200,000","250,000",0,0,787,0
3937,RBF,12/30/2020,"1,000,000","1,300,000",0,0,711.5,0.05
3936,RBF,12/29/2020,"350,000","465,500",0,0,670,0.07
3935,RBF,12/29/2020,"250,000","322,500",0,0,701,0.05
3934,RBF,12/28/2020,"100,000","136,000",0,0,690,0.07
3933,RBF,12/28/2020,"100,000","136,000",0,0,690,0.07
3931,RBF,12/24/2020,"350,000","462,000",0,0,692,0.04
3930,RBF,12/24/2020,"200,000","260,000",0,0,735,0.03
3929,RBF,12/24/2020,"80,000","112,000",0,0,659,0.12
3928,RBF,12/24/2020,"150,000","211,500",0,0,637,0.09
3927,RBF,12/23/2020,"300,000","384,000",0,0,806,0
3926,RBF,12/23/2020,"350,000","490,000",0,0,821,0.12
3925,RBF,12/23/2020,"100,000","130,000",0,0,766,0.04
3924,RBF,12/22/2020,"350,000","451,500",0,0,757,0
3923,RBF,12/22/2020,"350,000","462,000",0,0,710,0.06
3922,RBF,12/22/2020,"400,000","540,000",0,0,619,0.07
3921,RBF,12/22/2020,"500,000","647,500",0,0,768,0.04
3920,RBF,12/22/2020,"190,000","241,300",0,0,681,0.07
3919,RBF,12/21/2020,"2,500,000","3,425,000",0,0,607,0.04
3918,RBF,12/21/2020,"250,000","322,500",0,0,757,0.03
3917,RBF,12/21/2020,"39,646","50,747",0,0,516,0
3916,RBF,12/21/2020,"500,000","645,000",0,0,697,0.05
3915,RBF,12/18/2020,"400,000","530,000",0,0,736,0.045
3914,RBF,12/18/2020,"300,000","366,000",0,0,712.5,0.05
3913,RBF,12/18/2020,"200,000","272,000",0,0,699,0.08
3911,RBF,12/18/2020,"20,000","24,500",0,0,727,0
3910,RBF,12/17/2020,"500,000","665,000",0,"258,605",756,0.04
3909,RBF,12/17/2020,"1,750,000","2,205,000",0,0,628,0.07
3907,RBF,12/17/2020,"150,000","204,000",0,0,639,0.07
3906,RBF,12/17/2020,"300,000","405,000",0,0,700,0.08
3905,RBF,12/17/2020,"10,000","13,600",0,0,668,0.09
3904,RBF,12/17/2020,"200,000","248,000",0,0,745,0.01
3903,RBF,12/17/2020,"75,000","102,000",0,0,732,0.06
3902,RBF,12/17/2020,"30,000","42,000",0,0,623,0.08
3901,RBF,12/17/2020,"130,000","178,100",0,0,665,0.1
3900,RBF,12/17/2020,"490,000","637,000",0,0,700.5,0.05
3899,RBF,12/15/2020,"75,000","103,500",0,0,753,0.1
3897,RBF,12/14/2020,"6,500","8,775",0,0,673,0.1
3896,RBF,12/14/2020,"150,000","169,500",0,0,691,0.01
3895,RBF,12/14/2020,"500,000","695,000",0,0,781.5,0.08
3894,RBF,12/11/2020,"150,000","192,000",0,0,704.5,0.08
3893,RBF,12/11/2020,"1,075,000","1,300,750",0,0,790.5,0.03
3892,RBF,12/11/2020,"400,000","528,000",0,0,587,0.05
3891,RBF,12/10/2020,"1,500,000","1,995,000",0,0,758,0.04
3890,RBF,12/10/2020,"300,000","399,000",0,0,697,0.07
3889,RBF,12/10/2020,"800,000","1,056,000",0,0,645.6666,0.03
3888,RBF,12/10/2020,"225,000","297,000",0,0,674,0.04
3887,RBF,12/10/2020,"150,000","204,000",0,0,583,0.1
3886,RBF,12/9/2020,"1,250,000","1,343,750",0,0,807.5,0.005
3885,RBF,12/9/2020,"55,000","71,500",0,0,662,0
3884,RBF,12/9/2020,"101,000","143,420",0,0,596,0.1
3883,RBF,12/9/2020,"500,000","670,000",0,0,598,0.05
3882,RBF,12/9/2020,"12,000","15,600",0,0,620,0.05
3881,RBF,12/9/2020,"125,000","158,750",0,0,620,0.03
3880,RBF,12/8/2020,"500,000","675,000",0,0,721,0.08
3879,RBF,12/8/2020,"520,000","702,000",0,0,762.3333,0.05
3878,RBF,12/8/2020,"400,000","544,000",0,0,705,0.07
3877,RBF,12/4/2020,"250,000","337,500",0,0,714,0.09
3876,RBF,12/4/2020,"50,000","69,500",0,0,674,0.12
3875,RBF,12/3/2020,"1,150,000","1,518,000",0,0,743,0
3874,RBF,12/3/2020,"175,000","245,000",0,0,688,0.08
3873,RBF,12/3/2020,"150,000","208,500",0,0,721,0.12
3872,RBF,12/2/2020,"350,000","448,000",0,0,653,0.03
3871,RBF,12/2/2020,"150,000","196,500",0,"12,241",699.5,0.04
3870,RBF,12/2/2020,"100,000","137,000",0,0,636,0.12
3869,RBF,12/2/2020,"200,000","270,000",0,0,602,0.08
3868,RBF,12/1/2020,"350,000","448,000",0,"184,222",791,0.03
3867,RBF,11/30/2020,"500,000","680,000",0,0,636.5,0.07
3866,RBF,11/30/2020,"350,000","455,000",0,0,N/A,0.06
3865,RBF,11/30/2020,"20,000","25,000",0,0,N/A,0
3864,RBF,11/30/2020,"15,000","21,000",0,0,600,0.1
3863,RBF,11/30/2020,"200,000","260,000",0,0,715,0.04
3862,RBF,11/30/2020,"200,000","254,000",0,0,674,0.04
3861,RBF,11/27/2020,"425,000","573,750",0,0,665,0.08
3860,RBF,11/25/2020,"750,000","1,012,500",0,0,752,0.04
3859,RBF,11/25/2020,"75,000","97,500",0,0,676.5,0.03
3858,RBF,11/25/2020,"250,000","298,750",0,0,690,0.02
3857,RBF,11/25/2020,"150,000","196,500",0,0,654,0.06
3856,RBF,11/25/2020,"75,000","99,000",0,0,593,0.08
3855,RBF,11/25/2020,"750,000","963,750",0,0,739,0.005
3854,RBF,11/25/2020,"50,000","72,500",0,0,589,0.1
3853,RBF,11/24/2020,"550,000","731,500",0,0,775,0.05
3852,RBF,11/24/2020,"300,000","396,000",0,0,635,0.07
3851,RBF,11/24/2020,"25,000","35,500",0,89,607,0.12
3850,RBF,11/24/2020,"77,000","102,410",0,0,769,0.08
3849,RBF,11/23/2020,"75,000","100,500",0,0,613,0.1
3848,RBF,11/23/2020,"115,000","157,550",0,0,613,0.1
3847,RBF,11/23/2020,"100,000","137,000",0,0,645,0.1
3846,RBF,11/23/2020,"470,000","611,000",0,0,699.5,0.05
3845,RBF,11/20/2020,"400,000","548,000",0,0,825,0.07
3844,RBF,11/20/2020,"250,000","325,000",0,0,737.5,0.04
3843,RBF,11/20/2020,"150,000","210,000",0,"36,666",528,0.12
3842,RBF,11/19/2020,"150,000","190,500",0,0,759,0.04
3841,RBF,11/19/2020,"450,000","585,000",0,0,737,0.06
3840,RBF,11/19/2020,"125,000","172,500",0,0,703,0.1
3839,RBF,11/19/2020,"300,000","393,000",0,0,640.5,0.05
3838,RBF,11/19/2020,"550,000","704,000",0,0,693,0.03
3837,RBF,11/19/2020,"200,000","256,000",0,0,730,0.1
3836,RBF,11/18/2020,"640,000","780,800",0,0,761,0
3835,RBF,11/18/2020,"300,000","354,000",0,0,691,0.02
3834,RBF,11/18/2020,"500,000","660,000",0,0,677,0
3833,RBF,11/18/2020,"250,000","320,000",0,0,768,0.02
3832,RBF,11/17/2020,"355,000","489,900",0,0,731,0.1
3831,RBF,11/17/2020,"50,000","67,000",0,0,724.5,0.02
3830,RBF,11/17/2020,"100,000","133,000",0,0,721,0.06
3829,RBF,11/17/2020,"100,000","144,000",0,0,719,0.12
3828,RBF,11/17/2020,"2,000,000","2,720,000",0,"574,500",670,0.05
3827,RBF,11/16/2020,"325,000","471,250",0,"193,858",774,0.07
3826,RBF,11/16/2020,"100,000","125,000",0,0,683,0.02
3825,RBF,11/16/2020,"350,000","444,500",0,0,656,0
3824,RBF,11/16/2020,"800,000","1,008,000",0,0,718,0.025
3823,RBF,11/16/2020,"800,000","1,008,000",0,0,718,0.025
3822,RBF,11/13/2020,"466,500","611,115",0,0,727.5,0.05
3821,RBF,11/13/2020,"750,000","975,000",0,0,739,0.03
3820,RBF,11/13/2020,"500,000","670,000",0,0,760,0.04
3818,RBF,11/12/2020,"300,000","384,000",0,0,687,0.04
3817,RBF,11/10/2020,"50,000","68,000",0,0,700,0.08
3816,RBF,11/9/2020,"150,000","190,500",0,0,809,0.05
3815,RBF,11/9/2020,"75,000","101,250",0,0,666,0.05
3814,RBF,11/9/2020,"400,000","436,000",0,0,675,0
3813,RBF,11/6/2020,"200,000","250,000",0,0,745,0.01
3812,RBF,11/6/2020,"70,000","97,300",0,0,701,0.1
3811,RBF,11/5/2020,"200,000","266,000",0,0,726,0.05
3810,RBF,11/4/2020,"250,000","335,000",0,0,665,0.07
3809,RBF,11/4/2020,"250,000","337,500",0,0,763,0.03
3808,RBF,11/4/2020,"75,000","102,750",0,0,709.5,0.1
3807,RBF,11/4/2020,"150,000","207,000",0,"107,768",752,0.1
3806,RBF,11/4/2020,"400,000","520,000",0,0,701.5,0.05
3805,RBF,11/3/2020,"500,000","675,000",0,0,711,0.07
3804,RBF,11/3/2020,"75,000","101,250",0,0,644,0.06
3803,RBF,11/3/2020,"500,000","645,000",0,0,757,0.03
3802,RBF,11/2/2020,"150,000","204,000",0,0,601,0.1
3801,RBF,11/2/2020,"850,000","1,113,500",0,0,787,0.04
3800,RBF,10/30/2020,"250,000","337,500",0,0,687,0.05
3799,RBF,10/30/2020,"100,000","127,000",0,0,616,0.07
3798,RBF,10/30/2020,"750,000","1,035,000",0,0,773.5,0.06
3797,RBF,10/30/2020,"150,000","201,000",0,0,698.5,0.02
3795,RBF,10/29/2020,"275,000","385,000",0,0,697,0.1
3794,RBF,10/29/2020,"500,000","695,000",0,0,795,0.06
3793,RBF,10/29/2020,"250,000","330,000",0,0,668,0
3792,RBF,10/29/2020,"500,000","680,000",0,0,684,0.07
3791,RBF,10/29/2020,"200,000","276,000",0,0,669,0.1
3790,RBF,10/29/2020,"500,000","670,000",0,0,732,0.07
3789,RBF,10/29/2020,"470,000","611,000",0,0,703.5,0.05
3788,RBF,10/29/2020,"1,500,000","2,085,000",0,0,791.5,0.07
3787,RBF,10/28/2020,"100,000","125,000",0,0,659,0.06
3786,RBF,10/28/2020,"100,000","137,000",0,0,664,0.1
3785,RBF,10/28/2020,"500,000","625,000",0,0,662,0.02
3784,RBF,10/28/2020,"85,000","115,600",0,0,655,0.08
3783,RBF,10/28/2020,"30,000","38,100",0,0,561,0.03
3782,RBF,10/28/2020,"650,000","864,500",0,0,709,0.03
3781,RBF,10/28/2020,"375,000","506,250",0,"57,716",745,0.08
3780,RBF,10/28/2020,"100,000","137,000",0,0,713,0.09
3779,RBF,10/27/2020,"38,000","52,440",0,0,650,0.06
3778,RBF,10/27/2020,"400,000","520,000",0,0,725.5,0.03
3777,RBF,10/27/2020,"150,000","204,000",0,"58,865",706,0.1
3776,RBF,10/27/2020,"505,000","636,300",0,0,653,0.06
3775,RBF,10/27/2020,"1,000,000","1,340,000",0,0,N/A,0.06
3774,RBF,10/26/2020,"100,000","112,000",0,0,710,0.02
3773,RBF,10/26/2020,"35,000","45,500",0,0,697,0.1
3772,RBF,10/23/2020,"1,250,000","1,700,000",0,0,690.3333,0.06
3771,RBF,10/22/2020,"80,000","111,200",0,0,645.5,0.09
3770,RBF,10/22/2020,"25,000","32,500",0,0,660,0.02
3769,RBF,10/22/2020,"750,000","1,042,500",0,0,N/A,0.06
3768,RBF,10/21/2020,"200,000","254,000",0,0,724,0.03
3767,RBF,10/21/2020,"750,000","975,000",0,0,747.5,0
3766,RBF,10/20/2020,"150,000","207,000",0,0,716.5,0.12
3765,RBF,10/20/2020,"1,250,000","1,650,000",0,0,668,0
3764,RBF,10/20/2020,"50,000","69,250",0,0,658,0.1
3763,RBF,10/20/2020,"250,000","317,500",0,0,756,0.04
3762,RBF,10/19/2020,"867,350","1,127,555",0,0,711,0.02
3761,RBF,10/19/2020,"50,000","63,000",0,0,697,0.02
3760,RBF,10/19/2020,"150,000","199,500",0,0,648,0.05
3759,RBF,10/19/2020,"150,000","192,000",0,0,742,0.06
3758,RBF,10/16/2020,"200,000","264,000",0,0,708,0.06
3757,RBF,10/16/2020,"750,000","922,500",0,0,677,0.06
3756,RBF,10/16/2020,"40,000","54,600",0,0,550,0.11
3755,RBF,10/16/2020,"100,000","128,000",0,0,791,0.05
3754,RBF,10/16/2020,"200,000","260,000",0,0,672,0.06
3753,RBF,10/15/2020,"1,050,000","1,365,000",0,0,776,0
3752,RBF,10/14/2020,"100,000","137,000",0,0,694.5,0.07
3751,RBF,10/14/2020,"400,000","536,000",0,0,739,0.05
3750,RBF,10/14/2020,"350,000","472,500",0,0,694,0.08
3749,RBF,10/14/2020,"300,000","408,000",0,0,721.5,0.08
3748,RBF,10/13/2020,"101,619","130,072",0,0,662,0
3747,RBF,10/13/2020,"10,000","14,500",0,"5,548",590,0.1
3746,RBF,10/13/2020,"200,000","262,000",0,0,717,0.03
3745,RBF,10/13/2020,"200,000","262,000",0,0,693,0.03
3744,RBF,10/13/2020,"1,100,000","1,430,000",0,0,722,0.03
3743,RBF,10/13/2020,"85,000","117,300",0,0,698,0.08
3742,RBF,10/9/2020,"75,000","102,750",0,0,737,0.08
3741,RBF,10/9/2020,"700,000","973,000",0,0,669,0.05
3740,RBF,10/9/2020,"600,000","780,000",0,0,782,0.02
3739,RBF,10/9/2020,"400,000","480,000",0,"66,775",713.5,0.02
3738,RBF,10/9/2020,"1,000,000","1,300,000",0,0,643,0.025
3736,RBF,10/7/2020,"500,000","600,000",0,0,729,0.03
3735,RBF,10/7/2020,"125,000","170,000",0,"74,900",709,0.07
3734,RBF,10/7/2020,"200,000","274,000",0,0,712,0.1
3733,RBF,10/7/2020,"45,000","60,075",0,0,674,0.075
3732,RBF,10/6/2020,"600,000","810,000",0,0,745,0.05
3731,RBF,10/6/2020,"40,000","53,200",0,0,695,0.1
3730,RBF,10/6/2020,"175,000","241,500",0,0,721,0.1
3729,RBF,10/5/2020,"42,000","55,860",0,"13,550",678,0.07
3728,RBF,10/5/2020,"420,000","529,200",0,0,552,0.06
3727,RBF,10/5/2020,"140,000","194,600",0,0,514,0.08
3726,RBF,10/5/2020,"400,000","488,000",0,0,677,0.06
3725,RBF,10/2/2020,"400,000","540,000",0,0,675,0.06
3724,RBF,10/2/2020,"150,000","214,500",0,"3,400",683,0.1
3723,RBF,10/2/2020,"105,000","148,050",0,0,689,0.12
3722,RBF,10/2/2020,"400,000","548,000",0,0,664,0.1
3721,RBF,10/2/2020,"150,000","199,500",0,0,726,0.06
3720,RBF,10/1/2020,"35,000","46,550",0,0,695,0.1
3719,RBF,10/1/2020,"750,000","1,020,000",0,"302,828",687,0.07
3718,RBF,10/1/2020,"600,000","780,000",0,0,699,0
3717,RBF,10/1/2020,"500,000","665,000",0,0,710,0.05
3716,RBF,10/1/2020,"600,000","780,000",0,0,677,0
3714,RBF,9/30/2020,"300,000","411,000",0,0,795,0.06
3713,RBF,9/30/2020,"100,000","140,000",0,0,664,0.08
3712,RBF,9/30/2020,"135,000","184,950",0,0,597,0.08
3711,RBF,9/30/2020,"90,000","122,400",0,0,658,0.1
3710,RBF,9/30/2020,"90,000","122,400",0,0,658,0.1
3709,RBF,9/30/2020,"1,000,000","1,230,000",0,0,685.5,0.06
3708,RBF,9/29/2020,"555,000","765,900",0,0,741,0.06
3707,RBF,9/29/2020,"175,000","231,000",0,0,660,0.05
3706,RBF,9/28/2020,"300,000","435,000",0,0,722,0.12
3705,RBF,9/28/2020,"102,000","132,600",0,0,661.5,0
3704,RBF,9/28/2020,"150,000","207,000",0,0,571,0.1
3703,RBF,9/28/2020,"209,000","277,970",0,0,677,0.05
3702,RBF,9/28/2020,"104,500","130,625",0,0,580,0
3701,RBF,9/25/2020,"650,000","835,250",0,0,748,0.005
3700,RBF,9/25/2020,"120,000","165,600",0,0,712,0.08
3699,RBF,9/25/2020,"1,200,000","1,656,000",0,0,791.5,0.05
3698,RBF,9/25/2020,"1,000,000","1,340,000",0,0,704,0.04
3697,RBF,9/25/2020,"900,000","1,242,000",0,0,695,0.05
3696,RBF,9/24/2020,"300,000","375,000",0,0,733,0.01
3695,RBF,9/24/2020,"74,000","102,120",0,0,613,0.1
3694,RBF,9/24/2020,"60,000","79,200",0,0,743,0.09
3693,RBF,9/24/2020,"1,150,000","1,265,000",0,0,808.5,0.01
3692,RBF,9/24/2020,"75,000","102,000",0,0,710,0.1
3691,RBF,9/24/2020,"76,000","96,520",0,0,667,0
3690,RBF,9/23/2020,"350,000","458,500",0,0,694,0.04
3689,RBF,9/23/2020,"500,000","670,000",0,"433,532",728,0.04
3688,RBF,9/23/2020,"50,000","68,000",0,0,629,0.1
3687,RBF,9/23/2020,"557,000","660,045",0,0,682,0.02
3686,RBF,9/23/2020,"500,000","660,000",0,0,753,0.05
3685,RBF,9/22/2020,"1,000,000","1,320,000",0,0,734,0.04
3684,RBF,9/22/2020,"325,000","448,500",0,0,660,0.08
3683,RBF,9/22/2020,"200,000","276,000",0,0,647.5,0.08
3682,RBF,9/21/2020,"51,000","69,360",0,0,650,0.08
3681,RBF,9/21/2020,"200,000","274,000",0,0,647,0.1
3680,RBF,9/21/2020,"100,000","129,000",0,0,788,0.05
3679,RBF,9/18/2020,"350,000","444,500",0,0,673.6666,0.04
3678,RBF,9/18/2020,"600,000","774,000",0,0,734.5,0.1
3677,RBF,9/18/2020,"150,000","175,500",0,"7,196",669.5,0.04
3676,RBF,9/17/2020,"125,000","166,250",0,0,779,0.07
3675,RBF,9/17/2020,"25,000","32,000",0,0,731,0.04
3674,RBF,9/17/2020,"100,000","134,000",0,0,727,0.07
3673,RBF,9/17/2020,"450,000","585,000",0,0,681,0.03
3672,RBF,9/17/2020,"150,000","196,500",0,0,683,0.05
3671,RBF,9/16/2020,"100,000","128,000",0,0,704,0.03
3670,RBF,9/16/2020,"90,000","112,500",0,0,690,0.01
3669,RBF,9/15/2020,"125,000","174,375",0,0,664,0.1
3668,RBF,9/15/2020,"12,000","17,988",0,0,N/A,0.15
3667,RBF,9/15/2020,"50,000","62,500",0,0,702,0
3666,RBF,9/15/2020,"85,000","118,150",0,0,678,0.1
3665,RBF,9/15/2020,"297,871","387,232",0,"89,531",600,0
3664,RBF,9/15/2020,"630,000","809,550",0,0,728,0
3663,RBF,9/14/2020,"1,040,000","1,372,800",0,0,737,0
3662,RBF,9/14/2020,"325,000","416,000",0,0,650,0.03
3661,RBF,9/14/2020,"200,000","268,000",0,"79,596",692.5,0.08
3660,RBF,9/11/2020,"175,000","231,000",0,0,706,0.07
3659,RBF,9/10/2020,"50,000","70,000",0,0,680,0.1
3658,RBF,9/10/2020,"300,000","390,000",0,0,725,0.04
3657,RBF,9/10/2020,"469,000","609,700",0,0,699.5,0.05
3656,RBF,9/9/2020,"85,000","113,050",0,0,693,0.08
3655,RBF,9/9/2020,"500,000","650,000",0,0,712,0.04
3654,RBF,9/9/2020,"350,000","455,000",0,0,643,0
3653,RBF,9/9/2020,"32,000","46,400",0,0,713,0.1
3652,RBF,9/9/2020,"200,000","264,000",0,0,657,0.03
3651,RBF,9/8/2020,"85,000","119,000",0,0,704,0.1
3650,RBF,9/4/2020,"500,000","675,000",0,0,632,0.06
3649,RBF,9/4/2020,"185,000","255,300",0,0,651,0.1
3648,RBF,9/4/2020,"125,000","170,000",0,"66,125",738,0.08
3647,RBF,9/4/2020,"100,000","138,000",0,0,747,0.1
3646,RBF,9/3/2020,"500,000","635,000",0,0,N/A,0.07
3645,RBF,9/2/2020,"230,000","322,000",0,0,705,0.1
3644,RBF,9/2/2020,"600,000","744,000",0,0,798,0.06
3643,RBF,9/1/2020,"170,000","234,600",0,0,727,0.09
3642,RBF,9/1/2020,"1,050,000","1,386,000",0,0,652,0
3641,RBF,9/1/2020,"512,500","666,250",0,0,714,0.03
3640,RBF,9/1/2020,"850,000","1,198,500",0,0,726,0.05
3639,RBF,9/1/2020,"275,000","360,250",0,0,644,0.05
3638,RBF,8/31/2020,"100,000","134,000",0,0,641,0
3637,RBF,8/31/2020,"25,000","35,500",0,0,711,0.09
3636,RBF,8/31/2020,"100,000","127,000",0,0,651,0.07
3635,RBF,8/31/2020,"180,000","250,200",0,0,725,0.07
3634,RBF,8/28/2020,"50,000","70,000",0,0,615,0.07
3633,RBF,8/28/2020,"400,000","552,000",0,0,714,0.06
3632,RBF,8/28/2020,"200,000","264,000",0,"146,071",678,0.07
3631,RBF,8/28/2020,"10,000","15,000",0,0,456,0
3630,RBF,8/28/2020,"50,000","65,500",0,0,546,0.05
3629,RBF,8/27/2020,"310,000","393,700",0,0,721,0.03
3628,RBF,8/27/2020,"150,000","207,000",0,0,685,0.1
3627,RBF,8/26/2020,"500,000","680,000",0,0,789,0.09
3626,RBF,8/26/2020,"125,000","168,750",0,0,692.5,0.05
3625,RBF,8/26/2020,"200,000","268,000",0,0,606,0.04
3624,RBF,8/26/2020,"295,000","392,350",0,0,712,0.05
3623,RBF,8/26/2020,"200,000","276,000",0,0,673,0.1
3622,RBF,8/25/2020,"1,000,000","1,380,000",0,0,767,0.06
3621,RBF,8/25/2020,"750,000","847,500",0,0,743,0.01
3620,RBF,8/25/2020,"13,000","16,900",0,0,697,0.05
3619,RBF,8/25/2020,"535,000","690,150",0,0,813,0
3618,RBF,8/24/2020,"50,000","69,000",0,0,621,0.08
3617,RBF,8/24/2020,"25,000","34,000",0,"23,125",N/A,0.08
3616,RBF,8/24/2020,"1,000,000","1,270,000",0,0,N/A,0.07
3615,RBF,8/21/2020,"500,000","635,000",0,0,794,0.04
3614,RBF,8/21/2020,"200,000","276,000",0,0,577,0.08
3613,RBF,8/21/2020,"750,000","990,000",0,0,790,0
3612,RBF,8/21/2020,"80,000","108,000",0,0,691,0.05
3611,RBF,8/21/2020,"45,000","62,100",0,0,532,0.1
3610,RBF,8/21/2020,"75,000","101,250",0,0,726,0.1
3609,RBF,8/21/2020,"300,000","411,000",0,0,620.5,0.09
3608,RBF,8/20/2020,"650,000","877,500",0,0,791.5,0.07
3607,RBF,8/20/2020,"150,000","204,000",0,0,703,0.12
3606,RBF,8/20/2020,"175,000","229,250",0,0,685,0.06
3605,RBF,8/19/2020,"200,000","282,000",0,0,790,0.12
3604,RBF,8/19/2020,"250,000","287,500",0,0,693,0.01
3603,RBF,8/19/2020,"60,000","81,000",0,"8,544",633,0.08
3602,RBF,8/19/2020,"100,000","125,000",0,0,702,0
3601,RBF,8/19/2020,"115,000","149,500",0,0,697,0.05
3600,RBF,8/18/2020,"1,000,000","1,300,000",0,0,749,0
3599,RBF,8/18/2020,"200,000","248,000",0,0,714,0.06
3598,RBF,8/18/2020,"150,000","196,500",0,0,667,0.05
3597,RBF,8/17/2020,"150,000","208,500",0,0,700,0.1
3596,RBF,8/14/2020,"50,000","69,500",0,0,628,0.1
3595,RBF,8/14/2020,"260,000","351,000",0,0,769,0.08
3594,RBF,8/14/2020,"60,000","77,400",0,0,652,0.04
3593,RBF,8/14/2020,"150,000","210,000",0,0,639.5,0.08
3592,RBF,8/14/2020,"200,000","278,000",0,0,668,0.09
3591,RBF,8/13/2020,"2,000,000","2,780,000",0,0,719,0.05
3590,RBF,8/13/2020,"2,200,000","2,992,000",0,0,589,0.05
3589,RBF,8/13/2020,"52,000","66,040",0,0,651,0.01
3588,RBF,8/13/2020,"600,000","792,000",0,0,N/A,0.03
3587,RBF,8/13/2020,"50,000","69,000",0,0,686,0.1
3586,RBF,8/13/2020,"100,000","134,000",0,0,702,0.06
3585,RBF,8/12/2020,"850,000","1,147,500",0,"251,706",668.5,0.03
3584,RBF,8/11/2020,"300,000","426,000",0,0,578,0.07
3583,RBF,8/11/2020,"500,000","625,000",0,0,709,0.01
3582,RBF,8/11/2020,"50,000","63,000",0,0,713,0.05
3581,RBF,8/11/2020,"50,000","67,500",0,0,644.5,0.08
3580,RBF,8/10/2020,"500,000","670,000",0,0,784,0.07
3579,RBF,8/10/2020,"100,000","128,000",0,0,702,0.02
3578,RBF,8/10/2020,"11,000","14,300",0,0,498,0.05
3577,RBF,8/10/2020,"375,000","502,500",0,"251,427",674,0.07
3576,RBF,8/7/2020,"75,000","103,500",0,0,801,0.1
3575,RBF,8/7/2020,"150,000","196,500",0,0,773,0.03
3574,RBF,8/6/2020,"125,000","166,250",0,0,687,0.07
3573,RBF,8/6/2020,"125,000","173,750",0,0,659,0.1
3572,RBF,8/6/2020,"200,000","266,000",0,0,671,0.07
3571,RBF,8/6/2020,"70,000","91,350",0,0,568,0
3570,RBF,8/5/2020,"200,000","238,000",0,0,700,0.02
3569,RBF,8/5/2020,"175,000","240,625",0,0,753,0.1
3568,RBF,8/4/2020,"50,000","66,000",0,0,660,0.06
3567,RBF,7/31/2020,"225,000","303,750",0,0,692.5,0.08
3566,RBF,7/30/2020,"200,000","248,000",0,0,672,0.04
3565,RBF,7/29/2020,"210,000","294,000",0,0,655,0.1
3564,RBF,7/29/2020,"150,000","202,500",0,0,642,0.08
3563,RBF,7/29/2020,"1,250,000","1,687,500",0,0,658,0
3562,RBF,7/29/2020,"500,000","695,000",0,0,614,0.07
3561,RBF,7/28/2020,"1,500,000","1,980,000",0,0,738,0.03
3560,RBF,7/28/2020,"150,000","190,500",0,0,733,0.04
3559,RBF,7/27/2020,"525,000","708,750",0,0,778,0.05
3558,RBF,7/27/2020,"10,000","13,500",0,0,648,0.09
3557,RBF,7/27/2020,"250,000","337,500",0,0,745,0.08
3556,RBF,7/24/2020,"495,000","628,650",0,0,731,0.03
3555,RBF,7/23/2020,"550,000","753,500",0,0,631,0.09
3554,RBF,7/23/2020,"250,000","322,500",0,0,694,0.05
3553,RBF,7/23/2020,"80,000","110,400",0,0,657,0.1
3552,RBF,7/22/2020,"240,000","297,600",0,"196,012",655,0
3551,RBF,7/22/2020,"200,000","236,000",0,0,728,0.02
3550,RBF,7/22/2020,"1,150,000","1,265,000",0,0,812.5,0.01
3549,RBF,7/22/2020,"300,000","387,000",0,0,N/A,0.09
3548,RBF,7/21/2020,"540,000","739,800",0,0,660,0.07
3547,RBF,7/21/2020,"15,000","20,850",0,0,712,0.1
3546,RBF,7/21/2020,"300,000","429,000",0,0,683,0.09
